id,srno,state,city,pm10,monitors-p10,readings-pm10,ideal-pm10,percent-pm10,pm25,monitors-pm25,readings-pm25,ideal-pm25,percent-pm25,year
721,61,Maharashtra,Kolhapur,85,,,,0,,,,,0,2021
722,62,Maharashtra,Latur,57,,,,0,,,,,0,2021
723,63,Maharashtra,Mumbai,106,,,,0,47,,,,0,2021
724,64,Maharashtra,Nagpur,72,,,,0,36,,,,0,2021
725,65,Maharashtra,Nashik,59,,,,0,40,,,,0,2021
726,66,Maharashtra,Navi Mumbai,92,,,,0,52,,,,0,2021
727,67,Maharashtra,Pune,108,,,,0,45,,,,0,2021
728,68,Maharashtra,Sangli,72,,,,0,,,,,0,2021
729,69,Maharashtra,Solapur,72,,,,0,36,,,,0,2021
730,70,Maharashtra,Thane,135,,,,0,,,,,0,2021
731,71,Maharashtra,Ulhasnagar,81,,,,0,,,,,0,2021
732,72,Maharashtra,Vasai-Virar,#DIV/0!,,,,0,,,,,0,2021
733,73,Meghalaya,Byrnihat,226,,,,0,30,,,,0,2021
734,74,Nagaland,Dimapur,88,,,,0,,,,,0,2021
735,75,Nagaland,Kohima,77,,,,0,33,,,,0,2021
736,76,Orissa,Angul,96,,,,0,36,,,,0,2021
737,77,Orissa,Balasore,76,,,,0,44,,,,0,2021
738,78,Orissa,Bhubaneswar,94,,,,0,36,,,,0,2021
739,79,Orissa,Cuttack,87,,,,0,35,,,,0,2021
740,80,Orissa,Kalinga Nagar,115,,,,0,68,,,,0,2021
741,81,Orissa,Rourkela,125,,,,0,48,,,,0,2021
742,82,Orissa,Talcher,88,,,,0,40,,,,0,2021
743,83,Punjab,Amritsar,116,,,,0,51,,,,0,2021
744,84,Punjab,Dera Baba Nanak,74,,,,0,,,,,0,2021
745,85,Punjab,Dera Bassi,100,,,,0,,,,,0,2021
746,86,Punjab,Gobindgarh,122,,,,0,63,,,,0,2021
747,87,Punjab,Jalandhar,120,,,,0,55,,,,0,2021
748,88,Punjab,Khanna,105,,,,0,49,,,,0,2021
749,89,Punjab,Ludhiana,149,,,,0,54,,,,0,2021
750,90,Punjab,Naya Nangal,78,,,,0,,,,,0,2021
751,91,Punjab,Patiala,110,,,,0,50,,,,0,2021
752,92,Rajasthan,Alwar,112,,,,0,43,,,,0,2021
753,93,Rajasthan,Jaipur,124,,,,0,58,,,,0,2021
754,94,Rajasthan,Jodhpur,168,,,,0,75,,,,0,2021
755,95,Rajasthan,Kota,114,,,,0,60,,,,0,2021
756,96,Rajasthan,Udaipur,120,,,,0,55,,,,0,2021
757,97,Tamil Nadu,Chennai,58,,,,0,26,,,,0,2021
758,98,Tamil Nadu,Madurai,54,,,,0,25,,,,0,2021
759,99,Tamil Nadu,Trichy,47,,,,0,19,,,,0,2021
760,100,Tamil Nadu,Tuticorin,67,,,,0,21,,,,0,2021
761,101,Telangana,Hyderabad,89,,,,0,39,,,,0,2021
762,102,Telangana,Nalgonda,71,,,,0,28,,,,0,2021
763,103,Telangana,Patancheru,78,,,,0,34,,,,0,2021
764,104,Telangana,Sangareddy,82,,,,0,45,,,,0,2021
765,105,Uttar Pradesh,Agra,164,,,,0,85,,,,0,2021
766,106,Uttar Pradesh,Allahabad,133,,,,0,53,,,,0,2021
767,107,Uttar Pradesh,Anpara,153,,,,0,,,,,0,2021
768,108,Uttar Pradesh,Bareily,177,,,,0,,,,,0,2021
769,109,Uttar Pradesh,Firozabad,162,,,,0,,,,,0,2021
770,110,Uttar Pradesh,Gajraula,174,,,,0,,,,,0,2021
771,111,Uttar Pradesh,Ghaziabad,233,,,,0,110,,,,0,2021
772,112,Uttar Pradesh,Gorakhpur,241,,,,0,,,,,0,2021
773,113,Uttar Pradesh,Jhansi,117,,,,0,,,,,0,2021
774,114,Uttar Pradesh,Kanpur,199,,,,0,71,,,,0,2021
775,115,Uttar Pradesh,Khurja,183,,,,0,,,,,0,2021
776,116,Uttar Pradesh,Lucknow,174,,,,0,80,,,,0,2021
777,117,Uttar Pradesh,Meerut,199,,,,0,86,,,,0,2021
778,118,Uttar Pradesh,Moradabad,184,,,,0,95,,,,0,2021
779,119,Uttar Pradesh,Noida,215,,,,0,99,,,,0,2021
780,120,Uttar Pradesh,Raebareli,111,,,,0,,,,,0,2021
781,121,Uttar Pradesh,Varanasi,133,,,,0,60,,,,0,2021
782,122,Uttarakhand,Dehradun,154,,,,0,89,,,,0,2021
783,123,Uttarakhand,Kashipur,118,,,,0,62,,,,0,2021
784,124,Uttarakhand,Rishikesh,132,,,,0,76,,,,0,2021
785,125,West Bengal,Asansol,123,,,,0,59,,,,0,2021
786,126,West Bengal,Barrackpore,86,,,,0,54,,,,0,2021
787,127,West Bengal,Durgapur,163,,,,0,78,,,,0,2021
788,128,West Bengal,Faridabad,230,,,,0,98,,,,0,2021
789,129,West Bengal,Haldia,97,,,,0,41,,,,0,2021
790,130,West Bengal,Howrah,129,,,,0,77,,,,0,2021
791,131,West Bengal,Kolkata,107,,,,0,48,,,,0,2021
792,132,West Bengal,Raniganj,130,,,,0,,,,,0,2021
